userID,trajID,poiID,startTime,endTime,#photo,trajLen,poiDuration
101473404@N07,58,17,1453642608,1453642608,1,5,0
101473404@N07,58,13,1453643037,1453643551,3,5,514
101473404@N07,58,15,1453638922,1453644137,3,5,5215
101473404@N07,58,11,1453636986,1453638875,4,5,1889
10148198@N00,59,11,1388902220,1388902220,1,1,0
101503011@N06,60,7,1443751173,1443751173,1,3,0
101503011@N06,60,11,1443759456,1443759456,1,3,0
101503011@N06,60,2,1443749161,1443751225,3,3,2064
10156308@N03,61,15,1418971435,1418971435,1,2,0
10156308@N03,61,1,1418988089,1418988089,3,2,0
10156308@N03,62,4,1419034591,1419034591,1,1,0
10175710@N03,63,11,1374103345,1374103345,1,2,0
10175710@N03,63,8,1374121822,1374131986,2,2,10164
10182842@N08,64,11,1215141337,1215141724,3,1,387
10183029@N00,65,11,1326782023,1326782023,1,1,0
10183029@N00,66,11,1326836472,1326881565,152,1,45093
101924327@N08,67,11,1416397007,1416397007,1,1,0
102284959@N03,68,11,1380404414,1380404444,2,1,30
102284959@N03,69,6,1398447381,1398447381,1,1,0
102284959@N03,70,11,1443166515,1443166515,1,1,0
102284959@N03,71,11,1443703316,1443719661,4,2,16345
102284959@N03,71,8,1443717629,1443717739,2,2,110
102284959@N03,72,11,1450759509,1450759509,1,1,0
10245322@N05,73,11,1197675088,1197675088,1,1,0
10245322@N05,74,8,1197780519,1197780519,1,1,0
10259875@N03,75,11,1204290000,1204290000,1,2,0
10259875@N03,75,13,1204290000,1204290000,1,2,0
10259875@N03,76,15,1206233100,1206233100,1,1,0
10259875@N03,77,2,1231387716,1231387716,1,3,0
10259875@N03,77,10,1231370678,1231410052,3,3,39374
10259875@N03,77,11,1231389573,1231411174,2,3,21601
10259875@N03,78,11,1262515088,1262515220,3,1,132
10259875@N03,79,8,1262667656,1262667656,1,5,0
10259875@N03,79,11,1262645553,1262648189,3,5,2636
10259875@N03,79,13,1262675473,1262675473,1,5,0
10259875@N03,79,5,1262664288,1262664288,1,5,0
10259875@N03,79,4,1262646033,1262646844,4,5,811
10259875@N03,80,15,1274004836,1274005061,2,7,225
10259875@N03,80,5,1273991643,1273991643,1,7,0
10259875@N03,80,13,1274003541,1274004783,9,7,1242
10259875@N03,80,10,1273993136,1273993136,1,7,0
10259875@N03,80,8,1273993418,1273993803,2,7,385
10259875@N03,80,17,1274004978,1274004978,1,7,0
10259875@N03,80,11,1274009773,1274009773,1,7,0
10259875@N03,81,15,1303112790,1303112790,1,5,0
10259875@N03,81,10,1303113199,1303113199,1,5,0
10259875@N03,81,13,1303122517,1303122850,5,5,333
10259875@N03,81,17,1303112963,1303112963,1,5,0
10259875@N03,81,11,1303094675,1303114627,2,5,19952
10259875@N03,82,15,1364629884,1364629957,2,6,73
10259875@N03,82,5,1364624998,1364624998,1,6,0
10259875@N03,82,13,1364628066,1364629676,10,6,1610
10259875@N03,82,10,1364630926,1364634563,6,6,3637
10259875@N03,82,17,1364630157,1364630227,2,6,70
10259875@N03,82,11,1364611881,1364621387,3,6,9506
10259875@N03,83,15,1392517870,1392517870,1,6,0
10259875@N03,83,7,1392535756,1392535756,1,6,0
10259875@N03,83,13,1392519630,1392519630,1,6,0
10259875@N03,83,10,1392516289,1392516289,1,6,0
10259875@N03,83,2,1392534568,1392534568,1,6,0
10259875@N03,83,11,1392540659,1392540659,1,6,0
10259875@N03,84,8,1392714201,1392714201,1,2,0
10259875@N03,84,13,1392719629,1392719629,1,2,0
10259875@N03,85,9,1428557045,1428557045,1,6,0
10259875@N03,85,5,1428572272,1428572534,2,6,262
10259875@N03,85,13,1428567477,1428568299,3,6,822
10259875@N03,85,10,1428565637,1428565637,1,6,0
10259875@N03,85,17,1428564519,1428564519,1,6,0
10259875@N03,85,11,1428546335,1428546335,1,6,0
10287709@N08,86,11,1257338639,1257338639,1,2,0
10287709@N08,86,1,1257343412,1257343412,1,2,0
10287709@N08,87,7,1257517115,1257517115,1,1,0
10295241@N02,88,8,1236491899,1236491899,1,3,0
10295241@N02,88,4,1236468059,1236468059,1,3,0
10295241@N02,88,11,1236501116,1236501337,2,3,221
10295241@N02,89,11,1371891137,1371891137,1,1,0
103400918@N03,90,10,1370300958,1370300958,1,1,0
103400918@N03,91,10,1370331016,1370331023,2,1,7
103482436@N07,92,11,1441365828,1441365828,1,1,0
10350193@N07,93,8,1212197769,1212197769,1,2,0
10350193@N07,93,5,1212195910,1212195910,1,2,0
10350193@N07,94,11,1260669109,1260683870,5,1,14761
10350193@N07,95,9,1289019298,1289019298,1,1,0
10350193@N07,96,8,1301100472,1301100472,1,2,0
10350193@N07,96,17,1301106879,1301106911,2,2,32
10350193@N07,97,11,1419510997,1419511051,2,1,54
10360498@N02,98,11,1335576555,1335586767,2,1,10212
10360498@N02,99,11,1335629511,1335629967,3,1,456
10360498@N02,100,11,1336117977,1336117977,1,1,0
103662148@N03,101,11,1426763940,1426763940,1,1,0
103845490@N03,102,11,1380870929,1380870929,1,1,0
103845490@N03,103,11,1387339284,1387339284,1,1,0
103845490@N03,104,11,1391495082,1391495082,1,2,0
103845490@N03,104,17,1391498262,1391498262,1,2,0
104009266@N06,105,5,1352357123,1352357123,1,1,0
10403093@N06,106,13,1353463415,1353463441,2,3,26
10403093@N06,106,11,1353454131,1353454269,6,3,138
10403093@N06,106,10,1353468946,1353471989,2,3,3043
10414404@N08,107,3,1405829092,1405829092,1,3,0
10414404@N08,107,5,1405844241,1405844241,1,3,0
10414404@N08,107,8,1405840203,1405840203,1,3,0
104152796@N05,108,11,1423272410,1423272410,1,1,0
104468853@N05,109,8,1432800117,1432800117,1,1,0
10474978@N05,110,2,1308990910,1308990910,1,1,0
10485077@N06,111,7,1202774520,1202774520,1,1,0
10500812@N04,112,11,1326445023,1326445023,1,2,0
10500812@N04,112,5,1326450908,1326450908,1,2,0
105156445@N06,113,2,1408583271,1408583271,1,7,0
105156445@N06,113,5,1408587985,1408588039,3,7,54
105156445@N06,113,15,1408585546,1408585575,3,7,29
105156445@N06,113,10,1408584852,1408584852,1,7,0
105156445@N06,113,11,1408581103,1408589211,2,7,8108
105156445@N06,113,17,1408585469,1408585469,1,7,0
105156445@N06,113,13,1408585695,1408585695,1,7,0
10529536@N05,114,4,1298947486,1298947486,1,4,0
10529536@N05,114,8,1298957499,1298957499,1,4,0
10529536@N05,114,17,1298944638,1298944638,1,4,0
10529536@N05,114,13,1298964960,1298964960,1,4,0
10529536@N05,115,5,1299210988,1299210988,1,1,0
105380744@N04,116,11,1382004508,1382004584,4,2,76
105380744@N04,116,3,1381996929,1381996929,1,2,0
10546731@N07,117,2,1311416748,1311416769,2,1,21
10570686@N02,118,11,1268540991,1268551365,2,1,10374
10570686@N02,119,11,1268685740,1268689241,2,1,3501
10572043@N03,120,11,1305352674,1305352674,1,1,0
105763347@N06,121,8,1357111902,1357111902,1,1,0
105916543@N07,122,11,1453080137,1453080137,1,1,0
106025342@N02,123,8,1372401090,1372401090,1,1,0
106045902@N02,124,11,1366243452,1366243452,1,3,0
106045902@N02,124,17,1366259701,1366259889,2,3,188
106045902@N02,124,10,1366256299,1366256299,1,3,0
106112977@N06,125,6,1441655288,1441655288,1,1,0
10617321@N00,126,11,1464513492,1464513492,1,1,0
106475835@N05,127,11,1361536912,1361536912,1,1,0
106475835@N05,128,11,1361623987,1361626776,3,1,2789
106475835@N05,129,11,1365155303,1365158588,2,1,3285
106475835@N05,130,11,1372425960,1372427853,2,1,1893
106475835@N05,131,11,1382437124,1382476835,18,1,39711
10655470@N06,132,11,1324594061,1324633120,15,1,39059
10670886@N08,133,4,1397697184,1397697184,1,1,0
10692931@N08,134,12,1229648321,1229648427,3,2,106
10692931@N08,134,11,1229640732,1229642671,7,2,1939
106980455@N06,135,8,1383372686,1383372686,1,1,0
107084948@N08,136,11,1383790060,1383824042,58,1,33982
10764262@N06,137,12,1359597279,1359597611,3,1,332
10774763@N05,138,5,1251953805,1251965226,9,10,11421
10774763@N05,138,4,1251962266,1251962266,1,10,0
10774763@N05,138,2,1251961261,1251961339,3,10,78
10774763@N05,138,7,1251959744,1251959988,5,10,244
10774763@N05,138,9,1251956791,1251958011,8,10,1220
10774763@N05,138,1,1251955527,1251956618,9,10,1091
10774763@N05,138,16,1251958134,1251958223,2,10,89
10774763@N05,138,17,1251962647,1251962678,2,10,31
10774763@N05,138,15,1251962763,1251962885,5,10,122
10774763@N05,138,11,1251952995,1251959460,7,10,6465
108140637@N08,139,15,1375335740,1375335830,3,6,90
108140637@N08,139,11,1375330783,1375332368,20,6,1585
108140637@N08,139,6,1375338128,1375338400,8,6,272
108140637@N08,139,10,1375333669,1375335135,5,6,1466
108140637@N08,139,17,1375335387,1375336150,11,6,763
108140637@N08,139,13,1375336269,1375337631,2,6,1362
108207234@N02,140,16,1426205370,1426205462,3,1,92
108207234@N02,141,11,1426389848,1426389848,1,1,0
108207234@N02,142,6,1464380841,1464380841,1,1,0
108207234@N02,143,11,1464409819,1464409819,1,1,0
108231769@N08,144,10,1396858102,1396858102,1,5,0
108231769@N08,144,17,1396857097,1396857114,2,5,17
108231769@N08,144,11,1396839694,1396839694,1,5,0
108231769@N08,144,8,1396850959,1396850983,2,5,24
108231769@N08,144,13,1396856465,1396856819,7,5,354
10857883@N05,145,10,1270772023,1270772085,2,2,62
10857883@N05,145,11,1270786318,1270786370,2,2,52
10858077@N00,146,17,1207188738,1207188738,1,1,0
108592555@N04,147,8,1400245865,1400245865,1,2,0
108592555@N04,147,11,1400245860,1400245860,1,2,0
10893867@N03,148,11,1211000057,1211000664,28,1,607
108942230@N03,149,5,1395646307,1395646307,1,1,0
10899502@N05,150,7,1256093920,1256093927,42,1,7
10899502@N05,151,6,1271818767,1271818767,1,2,0
10899502@N05,151,11,1271818758,1271818769,8,2,11
10901345@N05,152,2,1446619714,1446619714,1,1,0
10905622@N03,153,11,1189150559,1189150559,1,1,0
10925918@N03,154,17,1362523354,1362523354,1,2,0
10925918@N03,154,13,1362522701,1362522701,1,2,0
10925918@N03,155,8,1362612947,1362618301,2,2,5354
10925918@N03,155,15,1362634933,1362634933,1,2,0
109554486@N07,156,15,1384401571,1384401703,2,5,132
109554486@N07,156,2,1384395099,1384395099,1,5,0
109554486@N07,156,4,1384400326,1384400326,1,5,0
109554486@N07,156,8,1384407784,1384417460,9,5,9676
109554486@N07,156,11,1384425169,1384425178,2,5,9
10967865@N04,157,6,1352544446,1352544446,1,1,0
10983978@N03,158,15,1215163643,1215163643,1,5,0
10983978@N03,158,6,1215164386,1215170888,13,5,6502
10983978@N03,158,17,1215163387,1215163387,1,5,0
10983978@N03,158,5,1215175185,1215175185,1,5,0
10983978@N03,158,8,1215174577,1215174896,2,5,319
10983978@N03,159,3,1217230841,1217230841,1,1,0
10983978@N03,160,11,1217665282,1217665282,1,1,0
10983978@N03,161,16,1218789711,1218789711,1,2,0
10983978@N03,161,1,1218791307,1218791568,2,2,261
10983978@N03,162,16,1222587402,1222587714,2,2,312
10983978@N03,162,9,1222588105,1222588384,3,2,279
10983978@N03,163,17,1226152939,1226152939,1,1,0
10983978@N03,164,6,1229333036,1229333036,1,1,0
10983978@N03,165,11,1234935143,1234935143,1,1,0
10983978@N03,166,11,1235036716,1235036716,1,2,0
10983978@N03,166,2,1235036449,1235036449,1,2,0
10983978@N03,167,4,1239278162,1239278162,1,1,0
10983978@N03,168,8,1240102856,1240102856,1,1,0
10983978@N03,169,6,1246709530,1246709697,2,1,167
10983978@N03,170,6,1246770145,1246770301,2,1,156
10983978@N03,171,10,1250556806,1250556806,1,5,0
10983978@N03,171,6,1250556285,1250557667,7,5,1382
10983978@N03,171,5,1250582560,1250582560,1,5,0
10983978@N03,171,8,1250582627,1250582627,1,5,0
10983978@N03,171,11,1250583240,1250583302,2,5,62
10983978@N03,172,4,1252413201,1252413201,1,1,0
10983978@N03,173,11,1260930699,1260930699,1,1,0
10983978@N03,174,10,1261802440,1261802440,1,1,0
10983978@N03,175,15,1286630356,1286630356,1,2,0
10983978@N03,175,8,1286630095,1286630729,2,2,634
10983978@N03,176,16,1291504643,1291504643,1,1,0
10983978@N03,177,4,1313157600,1313157600,2,4,0
10983978@N03,177,15,1313157600,1313157600,3,4,0
10983978@N03,177,17,1313157600,1313157600,3,4,0
10983978@N03,177,11,1313157600,1313157600,1,4,0
10983978@N03,178,17,1313326360,1313326360,1,1,0
10983978@N03,179,1,1333790417,1333800812,7,3,10395
10983978@N03,179,6,1333792424,1333792424,1,3,0
10983978@N03,179,8,1333794076,1333794076,1,3,0
10983978@N03,180,6,1333878989,1333878989,1,2,0
10983978@N03,180,1,1333879860,1333879860,1,2,0
10983978@N03,181,6,1334325600,1334325600,14,1,0
10983978@N03,182,6,1334495010,1334495010,1,1,0
10989907@N07,183,9,1386053288,1386053288,1,8,0
10989907@N07,183,13,1386053438,1386053646,3,8,208
10989907@N07,183,11,1386028568,1386031947,3,8,3379
10989907@N07,183,15,1386021256,1386021256,1,8,0
10989907@N07,183,16,1386028747,1386028747,1,8,0
10989907@N07,183,4,1386053113,1386053141,2,8,28
10989907@N07,183,2,1386049216,1386052982,4,8,3766
10989907@N07,183,3,1386045966,1386053032,4,8,7066
10989907@N07,184,13,1386139143,1386143221,11,2,4078
10989907@N07,184,17,1386157420,1386157420,1,2,0
10989907@N07,185,11,1386199117,1386199165,2,2,48
10989907@N07,185,17,1386196217,1386196246,2,2,29
10989907@N07,186,13,1386312501,1386312501,1,4,0
10989907@N07,186,8,1386299311,1386299311,1,4,0
10989907@N07,186,15,1386289000,1386312855,3,4,23855
10989907@N07,186,17,1386310585,1386312117,2,4,1532
109920749@N03,187,1,1334729699,1334729699,1,1,0
11011638@N02,188,11,1400900100,1400908628,4,1,8528
110166673@N02,189,2,1385430436,1385434149,30,5,3713
110166673@N02,189,15,1385447347,1385447371,9,5,24
110166673@N02,189,5,1385451439,1385451464,12,5,25
110166673@N02,189,11,1385421072,1385421087,6,5,15
110166673@N02,189,9,1385438980,1385438980,3,5,0
110166673@N02,190,1,1385610860,1385610960,10,1,100
11017709@N07,191,11,1318648391,1318648391,1,1,0
110223705@N07,192,1,1463700297,1463701321,3,4,1024
110223705@N07,192,11,1463699667,1463743121,3,4,43454
110223705@N07,192,8,1463732310,1463732868,4,4,558
110223705@N07,192,4,1463713456,1463713456,1,4,0
11041171@N06,193,8,1302405002,1302405002,1,3,0
11041171@N06,193,2,1302393689,1302393689,1,3,0
11041171@N06,193,11,1302389629,1302389629,1,3,0
11041171@N06,194,14,1321136966,1321136966,1,1,0
11054536@N00,195,16,1209080140,1209080140,1,4,0
11054536@N00,195,1,1209079942,1209079942,1,4,0
11054536@N00,195,10,1209094374,1209096598,2,4,2224
11054536@N00,195,11,1209085196,1209085935,3,4,739
110806683@N02,196,11,1387941133,1387941133,1,1,0
11102586@N00,197,1,1283642934,1283642973,2,6,39
11102586@N00,197,9,1283644454,1283646210,6,6,1756
11102586@N00,197,11,1283646941,1283648821,3,6,1880
11102586@N00,197,5,1283649700,1283650303,9,6,603
11102586@N00,197,14,1283641401,1283641401,1,6,0
11102586@N00,197,2,1283641552,1283642705,3,6,1153
111107017@N08,198,4,1384126128,1384126128,1,2,0
111107017@N08,198,11,1384125216,1384125216,1,2,0
111107017@N08,199,16,1386407394,1386407394,1,1,0
11136034@N06,200,11,1242741773,1242769491,58,1,27718
11136034@N06,201,11,1243048893,1243066644,51,1,17751
11145342@N04,202,8,1212898219,1212899953,4,1,1734
11145342@N04,203,8,1272021567,1272021567,1,1,0
11149127@N05,204,17,1300234816,1300234816,1,2,0
11149127@N05,204,1,1300223858,1300223858,1,2,0
11154831@N06,205,11,1193899491,1193899491,1,2,0
11154831@N06,205,13,1193885232,1193885232,1,2,0
11158788@N00,206,5,1210386284,1210386284,1,1,0
11158788@N00,207,13,1225533201,1225533201,1,1,0
111603867@N06,208,11,1390533708,1390533708,1,2,0
111603867@N06,208,9,1390537932,1390538331,5,2,399
11171054@N04,209,11,1440154604,1440154604,1,2,0
11171054@N04,209,7,1440154599,1440154601,2,2,2
11191102@N07,210,11,1379498437,1379511482,3,1,13045
111991502@N02,211,16,1385991329,1385991329,1,1,0
11199582@N03,212,8,1329182238,1329182343,2,3,105
11199582@N03,212,13,1329207171,1329207171,1,3,0
11199582@N03,212,4,1329191216,1329191216,1,3,0
112023512@N04,213,11,1382438036,1382438036,1,1,0
112045904@N02,214,4,1388743711,1388743711,1,2,0
112045904@N02,214,11,1388750955,1388750955,1,2,0
112162011@N02,215,11,1387606442,1387617425,2,1,10983
112283958@N06,216,1,1377924609,1377933130,27,1,8521
11230735@N07,217,15,1194175845,1194175845,1,2,0
11230735@N07,217,10,1194176054,1194176054,1,2,0
11230735@N07,218,16,1219469124,1219469124,1,1,0
11240815@N03,219,11,1366975384,1366975384,1,1,0
11260538@N06,220,6,1348791029,1348794939,3,2,3910
11260538@N06,220,10,1348791592,1348791592,1,2,0
11260538@N06,221,9,1348876338,1348876338,1,1,0
11260538@N06,222,6,1352613389,1352613389,1,1,0
11260538@N06,223,11,1355650271,1355650271,1,1,0
112709393@N04,224,8,1365203035,1365203035,1,1,0
112734542@N02,225,11,1396762877,1396765623,2,2,2746
112734542@N02,225,17,1396777941,1396777941,2,2,0
11279883@N00,226,5,1233973339,1233973391,4,1,52
11279883@N00,227,3,1390781187,1390781187,1,1,0
11284904@N02,228,17,1348312003,1348312003,1,1,0
11292395@N05,229,11,1218910539,1218910539,1,1,0
112941383@N05,230,11,1436521835,1436521835,1,1,0
112985786@N07,231,5,1353802868,1353802868,1,1,0
113040137@N08,232,11,1461499539,1461499539,1,1,0
113086034@N04,233,10,1394427325,1394427325,1,1,0
113086034@N04,234,10,1458265704,1458265704,1,1,0
113086034@N04,235,10,1458824420,1458824420,1,2,0
113086034@N04,235,5,1458822511,1458822511,1,2,0
11342926@N04,236,15,1318665902,1318665902,1,1,0
11355999@N08,237,11,1374443421,1374443421,1,3,0
11355999@N08,237,13,1374454935,1374454935,1,3,0
11355999@N08,237,8,1374467709,1374467709,1,3,0
11355999@N08,238,2,1374575544,1374575544,1,2,0
11355999@N08,238,11,1374569398,1374571424,2,2,2026
11355999@N08,239,11,1374825576,1374825576,1,1,0
11374644@N06,240,13,1368589826,1368589826,1,1,0
11374644@N06,241,8,1412841323,1412841323,1,2,0
11374644@N06,241,17,1412848057,1412849522,13,2,1465
113875683@N02,242,4,1378083991,1378083991,1,1,0
11429691@N03,243,9,1299925810,1299925810,1,2,0
11429691@N03,243,15,1299925819,1299925819,1,2,0
114343416@N06,244,11,1378019214,1378019214,1,1,0
11438118@N00,245,13,1188464235,1188468949,6,2,4714
11438118@N00,245,11,1188457863,1188457863,1,2,0
11438118@N00,246,9,1189066184,1189067202,8,1,1018
11438118@N00,247,1,1189730376,1189754750,20,5,24374
11438118@N00,247,16,1189750665,1189752705,5,5,2040
11438118@N00,247,4,1189746788,1189746788,1,5,0
11438118@N00,247,11,1189735157,1189735157,1,5,0
11438118@N00,247,6,1189754960,1189754960,1,5,0
11438118@N00,248,11,1190871240,1190871741,8,1,501
11438118@N00,249,13,1191220322,1191220322,1,1,0
11438118@N00,250,13,1191740859,1191743736,3,3,2877
11438118@N00,250,16,1191732260,1191732357,3,3,97
11438118@N00,250,9,1191730367,1191732200,4,3,1833
11438118@N00,251,11,1193385174,1193385685,2,1,511
11438118@N00,252,1,1196395141,1196395141,1,3,0
11438118@N00,252,13,1196390743,1196399994,2,3,9251
11438118@N00,252,5,1196397797,1196398208,4,3,411
11438118@N00,253,11,1197587860,1197587971,5,1,111
11438118@N00,254,11,1197969440,1197969472,2,1,32
11438118@N00,255,11,1207887521,1207887521,1,1,0
11438118@N00,256,11,1222324272,1222339309,14,5,15037
11438118@N00,256,8,1222333894,1222337334,52,5,3440
11438118@N00,256,15,1222326033,1222326231,5,5,198
11438118@N00,256,13,1222326387,1222326397,2,5,10
11438118@N00,256,5,1222338096,1222338346,3,5,250
11438118@N00,257,11,1222930715,1222938896,14,6,8181
11438118@N00,257,10,1222936436,1222936436,1,6,0
11438118@N00,257,17,1222936286,1222936286,1,6,0
11438118@N00,257,13,1222934521,1222935532,2,6,1011
11438118@N00,257,5,1222930332,1222938434,2,6,8102
11438118@N00,257,16,1222928003,1222928003,1,6,0
11438118@N00,258,13,1223797324,1223797324,1,1,0
11438118@N00,259,13,1223967583,1223967583,1,2,0
11438118@N00,259,5,1223961393,1223961408,2,2,15
11438118@N00,260,13,1224917737,1224917737,1,3,0
11438118@N00,260,10,1224918072,1224918089,3,3,17
11438118@N00,260,6,1224918271,1224918285,2,3,14
11438118@N00,261,6,1224987253,1224987253,1,1,0
11438118@N00,262,11,1244728827,1244728827,1,1,0
11438118@N00,263,3,1250296400,1250296400,1,4,0
11438118@N00,263,12,1250291407,1250291407,1,4,0
11438118@N00,263,2,1250299825,1250299825,1,4,0
11438118@N00,263,11,1250291839,1250306240,8,4,14401
11438118@N00,264,11,1254117877,1254125517,4,2,7640
11438118@N00,264,6,1254120368,1254123992,16,2,3624
11438118@N00,265,17,1255423918,1255427985,11,1,4067
11439401@N07,266,8,1232463560,1232463560,1,1,0
11441631@N00,267,2,1348619290,1348619290,1,4,0
11441631@N00,267,11,1348604510,1348604510,1,4,0
11441631@N00,267,17,1348630079,1348630079,1,4,0
11441631@N00,267,13,1348633061,1348633346,2,4,285
11441631@N00,268,11,1348824242,1348824242,1,3,0
11441631@N00,268,10,1348819815,1348821810,2,3,1995
11441631@N00,268,6,1348823738,1348823738,1,3,0
114434902@N04,269,3,1401074437,1401074443,2,1,6
114677615@N06,270,11,1350018679,1350018679,1,1,0
11479795@N00,271,1,1191213440,1191213440,1,2,0
11479795@N00,271,9,1191218365,1191218365,1,2,0
11479795@N00,272,17,1191305083,1191305083,1,2,0
11479795@N00,272,5,1191297600,1191297600,1,2,0
11493860@N02,273,8,1317864491,1317864866,4,2,375
11493860@N02,273,11,1317886596,1317886596,1,2,0
11504889@N06,274,11,1446286100,1446286100,1,4,0
11504889@N06,274,13,1446259625,1446259976,9,4,351
11504889@N06,274,8,1446274374,1446277080,23,4,2706
11504889@N06,274,15,1446257491,1446257498,2,4,7
